Image_Name,sample_name,loaction_in_img,original_img_name,resolution_v_of_orignal_image,resolution_h_of_orignal_image,magnification,encoding
JSC100_52_271_2048_500_.tif ,271,52,JSC100,2048,2048,500,4
JSC100_53_271_2048_500_.tif ,271,53,JSC100,2048,2048,500,4
JSC100_54_271_2048_500_.tif ,271,54,JSC100,2048,2048,500,4
JSC100_55_271_2048_500_.tif ,271,55,JSC100,2048,2048,500,4
JSC100_56_271_2048_500_.tif ,271,56,JSC100,2048,2048,500,4
JSC100_57_271_2048_500_.tif ,271,57,JSC100,2048,2048,500,4
JSC100_60_271_2048_500_.tif ,271,60,JSC100,2048,2048,500,4
JSC100_61_271_2048_500_.tif ,271,61,JSC100,2048,2048,500,4
JSC100_62_271_2048_500_.tif ,271,62,JSC100,2048,2048,500,4
JSC100_63_271_2048_500_.tif ,271,63,JSC100,2048,2048,500,4
JSC100_64_271_2048_500_.tif ,271,64,JSC100,2048,2048,500,4
JSC100_65_271_2048_500_.tif ,271,65,JSC100,2048,2048,500,4
JSC100_66_271_2048_500_.tif ,271,66,JSC100,2048,2048,500,4
JSC100_67_271_2048_500_.tif ,271,67,JSC100,2048,2048,500,4
JSC100_70_271_2048_500_.tif ,271,70,JSC100,2048,2048,500,4
JSC100_71_271_2048_500_.tif ,271,71,JSC100,2048,2048,500,4
JSC100_72_271_2048_500_.tif ,271,72,JSC100,2048,2048,500,4
JSC100_73_271_2048_500_.tif ,271,73,JSC100,2048,2048,500,4
JSC100_74_271_2048_500_.tif ,271,74,JSC100,2048,2048,500,4
JSC100_75_271_2048_500_.tif ,271,75,JSC100,2048,2048,500,4
JSC100_76_271_2048_500_.tif ,271,76,JSC100,2048,2048,500,4
JSC100_77_271_2048_500_.tif ,271,77,JSC100,2048,2048,500,4
JSC101_00_271_2048_2000_.tif,271,00,JSC101,2048,2048,2000,4
JSC101_01_271_2048_2000_.tif,271,01,JSC101,2048,2048,2000,4
JSC101_02_271_2048_2000_.tif,271,02,JSC101,2048,2048,2000,4
JSC101_03_271_2048_2000_.tif,271,03,JSC101,2048,2048,2000,4
JSC101_04_271_2048_2000_.tif,271,04,JSC101,2048,2048,2000,4
JSC101_05_271_2048_2000_.tif,271,05,JSC101,2048,2048,2000,4
JSC101_06_271_2048_2000_.tif,271,06,JSC101,2048,2048,2000,4
JSC101_07_271_2048_2000_.tif,271,07,JSC101,2048,2048,2000,4
JSC101_10_271_2048_2000_.tif,271,10,JSC101,2048,2048,2000,4
JSC101_11_271_2048_2000_.tif,271,11,JSC101,2048,2048,2000,4
JSC101_12_271_2048_2000_.tif,271,12,JSC101,2048,2048,2000,4
JSC101_13_271_2048_2000_.tif,271,13,JSC101,2048,2048,2000,4
JSC101_14_271_2048_2000_.tif,271,14,JSC101,2048,2048,2000,4
JSC101_15_271_2048_2000_.tif,271,15,JSC101,2048,2048,2000,4
JSC101_16_271_2048_2000_.tif,271,16,JSC101,2048,2048,2000,4
JSC101_17_271_2048_2000_.tif,271,17,JSC101,2048,2048,2000,4
JSC101_20_271_2048_2000_.tif,271,20,JSC101,2048,2048,2000,4
JSC101_21_271_2048_2000_.tif,271,21,JSC101,2048,2048,2000,4
JSC101_22_271_2048_2000_.tif,271,22,JSC101,2048,2048,2000,4
JSC101_23_271_2048_2000_.tif,271,23,JSC101,2048,2048,2000,4
JSC101_24_271_2048_2000_.tif,271,24,JSC101,2048,2048,2000,4
JSC101_25_271_2048_2000_.tif,271,25,JSC101,2048,2048,2000,4
JSC101_26_271_2048_2000_.tif,271,26,JSC101,2048,2048,2000,4
JSC101_27_271_2048_2000_.tif,271,27,JSC101,2048,2048,2000,4
JSC101_30_271_2048_2000_.tif,271,30,JSC101,2048,2048,2000,4
JSC101_31_271_2048_2000_.tif,271,31,JSC101,2048,2048,2000,4
JSC101_32_271_2048_2000_.tif,271,32,JSC101,2048,2048,2000,4
JSC101_33_271_2048_2000_.tif,271,33,JSC101,2048,2048,2000,4
JSC101_34_271_2048_2000_.tif,271,34,JSC101,2048,2048,2000,4
JSC101_35_271_2048_2000_.tif,271,35,JSC101,2048,2048,2000,4
JSC101_36_271_2048_2000_.tif,271,36,JSC101,2048,2048,2000,4
JSC101_37_271_2048_2000_.tif,271,37,JSC101,2048,2048,2000,4
JSC101_40_271_2048_2000_.tif,271,40,JSC101,2048,2048,2000,4
JSC101_41_271_2048_2000_.tif,271,41,JSC101,2048,2048,2000,4
JSC101_42_271_2048_2000_.tif,271,42,JSC101,2048,2048,2000,4
JSC101_43_271_2048_2000_.tif,271,43,JSC101,2048,2048,2000,4
JSC101_44_271_2048_2000_.tif,271,44,JSC101,2048,2048,2000,4
JSC101_45_271_2048_2000_.tif,271,45,JSC101,2048,2048,2000,4
JSC101_46_271_2048_2000_.tif,271,46,JSC101,2048,2048,2000,4
JSC101_47_271_2048_2000_.tif,271,47,JSC101,2048,2048,2000,4
JSC101_50_271_2048_2000_.tif,271,50,JSC101,2048,2048,2000,4
JSC101_51_271_2048_2000_.tif,271,51,JSC101,2048,2048,2000,4
JSC101_52_271_2048_2000_.tif,271,52,JSC101,2048,2048,2000,4
JSC101_53_271_2048_2000_.tif,271,53,JSC101,2048,2048,2000,4
JSC101_54_271_2048_2000_.tif,271,54,JSC101,2048,2048,2000,4
JSC101_55_271_2048_2000_.tif,271,55,JSC101,2048,2048,2000,4
JSC101_56_271_2048_2000_.tif,271,56,JSC101,2048,2048,2000,4
JSC101_57_271_2048_2000_.tif,271,57,JSC101,2048,2048,2000,4
JSC101_60_271_2048_2000_.tif,271,60,JSC101,2048,2048,2000,4
JSC101_61_271_2048_2000_.tif,271,61,JSC101,2048,2048,2000,4
JSC101_62_271_2048_2000_.tif,271,62,JSC101,2048,2048,2000,4
JSC101_63_271_2048_2000_.tif,271,63,JSC101,2048,2048,2000,4
JSC101_64_271_2048_2000_.tif,271,64,JSC101,2048,2048,2000,4
JSC101_65_271_2048_2000_.tif,271,65,JSC101,2048,2048,2000,4
JSC101_66_271_2048_2000_.tif,271,66,JSC101,2048,2048,2000,4
JSC101_67_271_2048_2000_.tif,271,67,JSC101,2048,2048,2000,4
JSC101_70_271_2048_2000_.tif,271,70,JSC101,2048,2048,2000,4
JSC101_71_271_2048_2000_.tif,271,71,JSC101,2048,2048,2000,4
JSC101_72_271_2048_2000_.tif,271,72,JSC101,2048,2048,2000,4
JSC101_73_271_2048_2000_.tif,271,73,JSC101,2048,2048,2000,4
JSC101_74_271_2048_2000_.tif,271,74,JSC101,2048,2048,2000,4
JSC101_75_271_2048_2000_.tif,271,75,JSC101,2048,2048,2000,4
JSC101_76_271_2048_2000_.tif,271,76,JSC101,2048,2048,2000,4
JSC101_77_271_2048_2000_.tif,271,77,JSC101,2048,2048,2000,4
JSC102_00_271_2048_2000_.tif,271,00,JSC102,2048,2048,2000,4
JSC102_01_271_2048_2000_.tif,271,01,JSC102,2048,2048,2000,4
JSC102_02_271_2048_2000_.tif,271,02,JSC102,2048,2048,2000,4
JSC102_03_271_2048_2000_.tif,271,03,JSC102,2048,2048,2000,4
JSC102_04_271_2048_2000_.tif,271,04,JSC102,2048,2048,2000,4
JSC102_05_271_2048_2000_.tif,271,05,JSC102,2048,2048,2000,4
JSC102_06_271_2048_2000_.tif,271,06,JSC102,2048,2048,2000,4
JSC102_07_271_2048_2000_.tif,271,07,JSC102,2048,2048,2000,4
JSC102_10_271_2048_2000_.tif,271,10,JSC102,2048,2048,2000,4
JSC102_11_271_2048_2000_.tif,271,11,JSC102,2048,2048,2000,4
JSC102_12_271_2048_2000_.tif,271,12,JSC102,2048,2048,2000,4
JSC102_13_271_2048_2000_.tif,271,13,JSC102,2048,2048,2000,4
JSC102_14_271_2048_2000_.tif,271,14,JSC102,2048,2048,2000,4
JSC102_15_271_2048_2000_.tif,271,15,JSC102,2048,2048,2000,4
JSC102_16_271_2048_2000_.tif,271,16,JSC102,2048,2048,2000,4
JSC102_17_271_2048_2000_.tif,271,17,JSC102,2048,2048,2000,4
JSC102_20_271_2048_2000_.tif,271,20,JSC102,2048,2048,2000,4
JSC102_21_271_2048_2000_.tif,271,21,JSC102,2048,2048,2000,4
JSC102_22_271_2048_2000_.tif,271,22,JSC102,2048,2048,2000,4
JSC102_23_271_2048_2000_.tif,271,23,JSC102,2048,2048,2000,4
JSC102_24_271_2048_2000_.tif,271,24,JSC102,2048,2048,2000,4
JSC102_25_271_2048_2000_.tif,271,25,JSC102,2048,2048,2000,4
JSC102_26_271_2048_2000_.tif,271,26,JSC102,2048,2048,2000,4
JSC102_27_271_2048_2000_.tif,271,27,JSC102,2048,2048,2000,4
JSC102_30_271_2048_2000_.tif,271,30,JSC102,2048,2048,2000,4
JSC102_31_271_2048_2000_.tif,271,31,JSC102,2048,2048,2000,4
JSC102_32_271_2048_2000_.tif,271,32,JSC102,2048,2048,2000,4
JSC102_33_271_2048_2000_.tif,271,33,JSC102,2048,2048,2000,4
JSC102_34_271_2048_2000_.tif,271,34,JSC102,2048,2048,2000,4
JSC102_35_271_2048_2000_.tif,271,35,JSC102,2048,2048,2000,4
JSC102_36_271_2048_2000_.tif,271,36,JSC102,2048,2048,2000,4
JSC102_37_271_2048_2000_.tif,271,37,JSC102,2048,2048,2000,4
JSC102_40_271_2048_2000_.tif,271,40,JSC102,2048,2048,2000,4
JSC102_41_271_2048_2000_.tif,271,41,JSC102,2048,2048,2000,4
JSC102_42_271_2048_2000_.tif,271,42,JSC102,2048,2048,2000,4
JSC102_43_271_2048_2000_.tif,271,43,JSC102,2048,2048,2000,4
JSC102_44_271_2048_2000_.tif,271,44,JSC102,2048,2048,2000,4
JSC102_45_271_2048_2000_.tif,271,45,JSC102,2048,2048,2000,4
JSC102_46_271_2048_2000_.tif,271,46,JSC102,2048,2048,2000,4
JSC102_47_271_2048_2000_.tif,271,47,JSC102,2048,2048,2000,4
JSC102_50_271_2048_2000_.tif,271,50,JSC102,2048,2048,2000,4
JSC102_51_271_2048_2000_.tif,271,51,JSC102,2048,2048,2000,4
JSC102_52_271_2048_2000_.tif,271,52,JSC102,2048,2048,2000,4
JSC102_53_271_2048_2000_.tif,271,53,JSC102,2048,2048,2000,4
JSC102_54_271_2048_2000_.tif,271,54,JSC102,2048,2048,2000,4
JSC102_55_271_2048_2000_.tif,271,55,JSC102,2048,2048,2000,4
JSC102_56_271_2048_2000_.tif,271,56,JSC102,2048,2048,2000,4
JSC102_57_271_2048_2000_.tif,271,57,JSC102,2048,2048,2000,4
JSC102_60_271_2048_2000_.tif,271,60,JSC102,2048,2048,2000,4
JSC102_61_271_2048_2000_.tif,271,61,JSC102,2048,2048,2000,4
JSC102_62_271_2048_2000_.tif,271,62,JSC102,2048,2048,2000,4
JSC102_63_271_2048_2000_.tif,271,63,JSC102,2048,2048,2000,4
JSC102_64_271_2048_2000_.tif,271,64,JSC102,2048,2048,2000,4
JSC102_65_271_2048_2000_.tif,271,65,JSC102,2048,2048,2000,4
JSC102_66_271_2048_2000_.tif,271,66,JSC102,2048,2048,2000,4
JSC102_67_271_2048_2000_.tif,271,67,JSC102,2048,2048,2000,4
JSC102_70_271_2048_2000_.tif,271,70,JSC102,2048,2048,2000,4
JSC102_71_271_2048_2000_.tif,271,71,JSC102,2048,2048,2000,4
JSC102_72_271_2048_2000_.tif,271,72,JSC102,2048,2048,2000,4
JSC102_73_271_2048_2000_.tif,271,73,JSC102,2048,2048,2000,4
JSC102_74_271_2048_2000_.tif,271,74,JSC102,2048,2048,2000,4
JSC102_75_271_2048_2000_.tif,271,75,JSC102,2048,2048,2000,4
JSC102_76_271_2048_2000_.tif,271,76,JSC102,2048,2048,2000,4
JSC102_77_271_2048_2000_.tif,271,77,JSC102,2048,2048,2000,4
JSC103_00_271_2048_500_.tif ,271,00,JSC103,2048,2048,500,4
JSC103_01_271_2048_500_.tif ,271,01,JSC103,2048,2048,500,4
JSC103_02_271_2048_500_.tif ,271,02,JSC103,2048,2048,500,4
JSC103_03_271_2048_500_.tif ,271,03,JSC103,2048,2048,500,4
JSC103_04_271_2048_500_.tif ,271,04,JSC103,2048,2048,500,4
JSC103_05_271_2048_500_.tif ,271,05,JSC103,2048,2048,500,4
JSC103_06_271_2048_500_.tif ,271,06,JSC103,2048,2048,500,4
JSC103_07_271_2048_500_.tif ,271,07,JSC103,2048,2048,500,4
JSC103_10_271_2048_500_.tif ,271,10,JSC103,2048,2048,500,4
JSC103_11_271_2048_500_.tif ,271,11,JSC103,2048,2048,500,4
JSC103_12_271_2048_500_.tif ,271,12,JSC103,2048,2048,500,4
JSC103_13_271_2048_500_.tif ,271,13,JSC103,2048,2048,500,4
JSC103_14_271_2048_500_.tif ,271,14,JSC103,2048,2048,500,4
JSC103_15_271_2048_500_.tif ,271,15,JSC103,2048,2048,500,4
JSC103_16_271_2048_500_.tif ,271,16,JSC103,2048,2048,500,4
JSC103_17_271_2048_500_.tif ,271,17,JSC103,2048,2048,500,4
JSC103_20_271_2048_500_.tif ,271,20,JSC103,2048,2048,500,4
JSC103_21_271_2048_500_.tif ,271,21,JSC103,2048,2048,500,4
JSC103_22_271_2048_500_.tif ,271,22,JSC103,2048,2048,500,4
JSC103_23_271_2048_500_.tif ,271,23,JSC103,2048,2048,500,4
JSC103_24_271_2048_500_.tif ,271,24,JSC103,2048,2048,500,4
JSC103_25_271_2048_500_.tif ,271,25,JSC103,2048,2048,500,4
JSC103_26_271_2048_500_.tif ,271,26,JSC103,2048,2048,500,4
JSC103_27_271_2048_500_.tif ,271,27,JSC103,2048,2048,500,4
JSC103_30_271_2048_500_.tif ,271,30,JSC103,2048,2048,500,4
JSC103_31_271_2048_500_.tif ,271,31,JSC103,2048,2048,500,4
JSC103_32_271_2048_500_.tif ,271,32,JSC103,2048,2048,500,4
JSC103_33_271_2048_500_.tif ,271,33,JSC103,2048,2048,500,4
JSC103_34_271_2048_500_.tif ,271,34,JSC103,2048,2048,500,4
JSC103_35_271_2048_500_.tif ,271,35,JSC103,2048,2048,500,4
JSC103_36_271_2048_500_.tif ,271,36,JSC103,2048,2048,500,4
JSC103_37_271_2048_500_.tif ,271,37,JSC103,2048,2048,500,4
JSC103_40_271_2048_500_.tif ,271,40,JSC103,2048,2048,500,4
JSC103_41_271_2048_500_.tif ,271,41,JSC103,2048,2048,500,4
JSC103_42_271_2048_500_.tif ,271,42,JSC103,2048,2048,500,4
JSC103_43_271_2048_500_.tif ,271,43,JSC103,2048,2048,500,4
JSC103_44_271_2048_500_.tif ,271,44,JSC103,2048,2048,500,4
JSC103_45_271_2048_500_.tif ,271,45,JSC103,2048,2048,500,4
JSC103_46_271_2048_500_.tif ,271,46,JSC103,2048,2048,500,4
JSC103_47_271_2048_500_.tif ,271,47,JSC103,2048,2048,500,4
JSC103_50_271_2048_500_.tif ,271,50,JSC103,2048,2048,500,4
JSC103_51_271_2048_500_.tif ,271,51,JSC103,2048,2048,500,4
JSC103_52_271_2048_500_.tif ,271,52,JSC103,2048,2048,500,4
JSC103_53_271_2048_500_.tif ,271,53,JSC103,2048,2048,500,4
JSC103_54_271_2048_500_.tif ,271,54,JSC103,2048,2048,500,4
JSC103_55_271_2048_500_.tif ,271,55,JSC103,2048,2048,500,4
JSC103_56_271_2048_500_.tif ,271,56,JSC103,2048,2048,500,4
JSC103_57_271_2048_500_.tif ,271,57,JSC103,2048,2048,500,4
JSC103_60_271_2048_500_.tif ,271,60,JSC103,2048,2048,500,4
JSC103_61_271_2048_500_.tif ,271,61,JSC103,2048,2048,500,4
JSC103_62_271_2048_500_.tif ,271,62,JSC103,2048,2048,500,4
JSC103_63_271_2048_500_.tif ,271,63,JSC103,2048,2048,500,4
JSC103_64_271_2048_500_.tif ,271,64,JSC103,2048,2048,500,4
JSC103_65_271_2048_500_.tif ,271,65,JSC103,2048,2048,500,4
JSC103_66_271_2048_500_.tif ,271,66,JSC103,2048,2048,500,4
JSC103_67_271_2048_500_.tif ,271,67,JSC103,2048,2048,500,4
JSC103_70_271_2048_500_.tif ,271,70,JSC103,2048,2048,500,4
JSC103_71_271_2048_500_.tif ,271,71,JSC103,2048,2048,500,4
JSC103_72_271_2048_500_.tif ,271,72,JSC103,2048,2048,500,4
JSC103_73_271_2048_500_.tif ,271,73,JSC103,2048,2048,500,4
JSC103_74_271_2048_500_.tif ,271,74,JSC103,2048,2048,500,4
JSC103_75_271_2048_500_.tif ,271,75,JSC103,2048,2048,500,4
JSC103_76_271_2048_500_.tif ,271,76,JSC103,2048,2048,500,4
JSC103_77_271_2048_500_.tif ,271,77,JSC103,2048,2048,500,4
JSC104_00_271_2048_2000_.tif,271,00,JSC104,2048,2048,2000,4
JSC104_01_271_2048_2000_.tif,271,01,JSC104,2048,2048,2000,4
JSC104_02_271_2048_2000_.tif,271,02,JSC104,2048,2048,2000,4
JSC104_03_271_2048_2000_.tif,271,03,JSC104,2048,2048,2000,4
JSC104_04_271_2048_2000_.tif,271,04,JSC104,2048,2048,2000,4
JSC104_05_271_2048_2000_.tif,271,05,JSC104,2048,2048,2000,4
JSC104_06_271_2048_2000_.tif,271,06,JSC104,2048,2048,2000,4
JSC104_07_271_2048_2000_.tif,271,07,JSC104,2048,2048,2000,4
JSC104_10_271_2048_2000_.tif,271,10,JSC104,2048,2048,2000,4
JSC104_11_271_2048_2000_.tif,271,11,JSC104,2048,2048,2000,4
JSC104_12_271_2048_2000_.tif,271,12,JSC104,2048,2048,2000,4
JSC104_13_271_2048_2000_.tif,271,13,JSC104,2048,2048,2000,4
JSC104_14_271_2048_2000_.tif,271,14,JSC104,2048,2048,2000,4
JSC104_15_271_2048_2000_.tif,271,15,JSC104,2048,2048,2000,4
JSC104_16_271_2048_2000_.tif,271,16,JSC104,2048,2048,2000,4
JSC104_17_271_2048_2000_.tif,271,17,JSC104,2048,2048,2000,4
JSC104_20_271_2048_2000_.tif,271,20,JSC104,2048,2048,2000,4
JSC104_21_271_2048_2000_.tif,271,21,JSC104,2048,2048,2000,4
JSC104_22_271_2048_2000_.tif,271,22,JSC104,2048,2048,2000,4
JSC104_23_271_2048_2000_.tif,271,23,JSC104,2048,2048,2000,4
JSC104_24_271_2048_2000_.tif,271,24,JSC104,2048,2048,2000,4
JSC104_25_271_2048_2000_.tif,271,25,JSC104,2048,2048,2000,4
JSC104_26_271_2048_2000_.tif,271,26,JSC104,2048,2048,2000,4
JSC104_27_271_2048_2000_.tif,271,27,JSC104,2048,2048,2000,4
JSC104_30_271_2048_2000_.tif,271,30,JSC104,2048,2048,2000,4
JSC104_31_271_2048_2000_.tif,271,31,JSC104,2048,2048,2000,4
JSC104_32_271_2048_2000_.tif,271,32,JSC104,2048,2048,2000,4
JSC104_33_271_2048_2000_.tif,271,33,JSC104,2048,2048,2000,4
JSC104_34_271_2048_2000_.tif,271,34,JSC104,2048,2048,2000,4
JSC104_35_271_2048_2000_.tif,271,35,JSC104,2048,2048,2000,4
JSC104_36_271_2048_2000_.tif,271,36,JSC104,2048,2048,2000,4
JSC104_37_271_2048_2000_.tif,271,37,JSC104,2048,2048,2000,4
JSC104_40_271_2048_2000_.tif,271,40,JSC104,2048,2048,2000,4
JSC104_41_271_2048_2000_.tif,271,41,JSC104,2048,2048,2000,4
JSC104_42_271_2048_2000_.tif,271,42,JSC104,2048,2048,2000,4
JSC104_43_271_2048_2000_.tif,271,43,JSC104,2048,2048,2000,4
JSC104_44_271_2048_2000_.tif,271,44,JSC104,2048,2048,2000,4
JSC104_45_271_2048_2000_.tif,271,45,JSC104,2048,2048,2000,4
JSC104_46_271_2048_2000_.tif,271,46,JSC104,2048,2048,2000,4
JSC104_47_271_2048_2000_.tif,271,47,JSC104,2048,2048,2000,4
JSC104_50_271_2048_2000_.tif,271,50,JSC104,2048,2048,2000,4
JSC104_51_271_2048_2000_.tif,271,51,JSC104,2048,2048,2000,4
JSC104_52_271_2048_2000_.tif,271,52,JSC104,2048,2048,2000,4
JSC104_53_271_2048_2000_.tif,271,53,JSC104,2048,2048,2000,4
JSC104_54_271_2048_2000_.tif,271,54,JSC104,2048,2048,2000,4
JSC104_55_271_2048_2000_.tif,271,55,JSC104,2048,2048,2000,4
JSC104_56_271_2048_2000_.tif,271,56,JSC104,2048,2048,2000,4
JSC104_57_271_2048_2000_.tif,271,57,JSC104,2048,2048,2000,4
JSC104_60_271_2048_2000_.tif,271,60,JSC104,2048,2048,2000,4
JSC104_61_271_2048_2000_.tif,271,61,JSC104,2048,2048,2000,4
JSC104_62_271_2048_2000_.tif,271,62,JSC104,2048,2048,2000,4
JSC104_63_271_2048_2000_.tif,271,63,JSC104,2048,2048,2000,4
JSC104_64_271_2048_2000_.tif,271,64,JSC104,2048,2048,2000,4
JSC104_65_271_2048_2000_.tif,271,65,JSC104,2048,2048,2000,4
JSC104_66_271_2048_2000_.tif,271,66,JSC104,2048,2048,2000,4
JSC104_67_271_2048_2000_.tif,271,67,JSC104,2048,2048,2000,4
JSC104_70_271_2048_2000_.tif,271,70,JSC104,2048,2048,2000,4
JSC104_71_271_2048_2000_.tif,271,71,JSC104,2048,2048,2000,4
JSC104_72_271_2048_2000_.tif,271,72,JSC104,2048,2048,2000,4
JSC104_73_271_2048_2000_.tif,271,73,JSC104,2048,2048,2000,4
JSC104_74_271_2048_2000_.tif,271,74,JSC104,2048,2048,2000,4
JSC104_75_271_2048_2000_.tif,271,75,JSC104,2048,2048,2000,4
JSC104_76_271_2048_2000_.tif,271,76,JSC104,2048,2048,2000,4
JSC104_77_271_2048_2000_.tif,271,77,JSC104,2048,2048,2000,4
JSC105_00_271_2048_2000_.tif,271,00,JSC105,2048,2048,2000,4
JSC105_01_271_2048_2000_.tif,271,01,JSC105,2048,2048,2000,4
JSC105_02_271_2048_2000_.tif,271,02,JSC105,2048,2048,2000,4
JSC105_03_271_2048_2000_.tif,271,03,JSC105,2048,2048,2000,4
JSC105_04_271_2048_2000_.tif,271,04,JSC105,2048,2048,2000,4
JSC105_05_271_2048_2000_.tif,271,05,JSC105,2048,2048,2000,4
JSC105_06_271_2048_2000_.tif,271,06,JSC105,2048,2048,2000,4
JSC105_07_271_2048_2000_.tif,271,07,JSC105,2048,2048,2000,4
JSC105_10_271_2048_2000_.tif,271,10,JSC105,2048,2048,2000,4
JSC105_11_271_2048_2000_.tif,271,11,JSC105,2048,2048,2000,4
JSC105_12_271_2048_2000_.tif,271,12,JSC105,2048,2048,2000,4
JSC105_13_271_2048_2000_.tif,271,13,JSC105,2048,2048,2000,4
JSC105_14_271_2048_2000_.tif,271,14,JSC105,2048,2048,2000,4
JSC105_15_271_2048_2000_.tif,271,15,JSC105,2048,2048,2000,4
JSC105_16_271_2048_2000_.tif,271,16,JSC105,2048,2048,2000,4
JSC105_17_271_2048_2000_.tif,271,17,JSC105,2048,2048,2000,4
JSC105_20_271_2048_2000_.tif,271,20,JSC105,2048,2048,2000,4
JSC105_21_271_2048_2000_.tif,271,21,JSC105,2048,2048,2000,4
JSC105_22_271_2048_2000_.tif,271,22,JSC105,2048,2048,2000,4
JSC105_23_271_2048_2000_.tif,271,23,JSC105,2048,2048,2000,4
JSC105_24_271_2048_2000_.tif,271,24,JSC105,2048,2048,2000,4
JSC105_25_271_2048_2000_.tif,271,25,JSC105,2048,2048,2000,4
JSC105_26_271_2048_2000_.tif,271,26,JSC105,2048,2048,2000,4
JSC105_27_271_2048_2000_.tif,271,27,JSC105,2048,2048,2000,4
JSC105_30_271_2048_2000_.tif,271,30,JSC105,2048,2048,2000,4
JSC105_31_271_2048_2000_.tif,271,31,JSC105,2048,2048,2000,4
JSC105_32_271_2048_2000_.tif,271,32,JSC105,2048,2048,2000,4
JSC105_33_271_2048_2000_.tif,271,33,JSC105,2048,2048,2000,4
JSC105_34_271_2048_2000_.tif,271,34,JSC105,2048,2048,2000,4
JSC105_35_271_2048_2000_.tif,271,35,JSC105,2048,2048,2000,4
JSC105_36_271_2048_2000_.tif,271,36,JSC105,2048,2048,2000,4
JSC105_37_271_2048_2000_.tif,271,37,JSC105,2048,2048,2000,4
JSC105_40_271_2048_2000_.tif,271,40,JSC105,2048,2048,2000,4
JSC105_41_271_2048_2000_.tif,271,41,JSC105,2048,2048,2000,4
JSC105_42_271_2048_2000_.tif,271,42,JSC105,2048,2048,2000,4
JSC105_43_271_2048_2000_.tif,271,43,JSC105,2048,2048,2000,4
JSC105_44_271_2048_2000_.tif,271,44,JSC105,2048,2048,2000,4
JSC105_45_271_2048_2000_.tif,271,45,JSC105,2048,2048,2000,4
JSC105_46_271_2048_2000_.tif,271,46,JSC105,2048,2048,2000,4
